date,model,commits
2026-02-02,Haiku 4.5,1944
2026-02-02,Opus 4.5,124269
2026-02-02,Opus 4.6,34
2026-02-02,Opus 4.8,10
2026-02-02,Opus 5,2
2026-02-02,Sonnet 4.5,18963
2026-02-02,Sonnet 4.6,6
2026-02-02,Unnamed,7014
2026-02-03,Haiku 4.5,1748
2026-02-03,Opus 4.5,119031
2026-02-03,Opus 4.6,66
2026-02-03,Opus 4.8,7
2026-02-03,Opus 5,2
2026-02-03,Sonnet 4.5,17730
2026-02-03,Sonnet 4.6,12
2026-02-03,Sonnet 5,1
2026-02-03,Unnamed,7301
2026-02-04,Fable 5,1
2026-02-04,Opus 4.5,119223
2026-02-04,Opus 4.6,292
2026-02-04,Opus 4.8,7
2026-02-04,Opus 5,3
2026-02-04,Sonnet 4.5,18391
2026-02-04,Sonnet 4.6,8
2026-02-04,Unnamed,6632
2026-02-05,Haiku 4.5,1954
2026-02-05,Opus 4.5,116961
2026-02-05,Opus 4.6,15756
2026-02-05,Opus 4.7,29
2026-02-05,Opus 4.8,10
2026-02-05,Opus 5,4
2026-02-05,Sonnet 4.5,19740
2026-02-05,Sonnet 4.6,11
2026-02-05,Unnamed,6707
2026-02-06,Haiku 4.5,1809
2026-02-06,Opus 4.5,51246
2026-02-06,Opus 4.6,100036
2026-02-06,Opus 4.7,22
2026-02-06,Opus 4.8,6
2026-02-06,Opus 5,4
2026-02-06,Sonnet 4.5,16917
2026-02-06,Sonnet 4.6,7
2026-02-06,Unnamed,8282
2026-02-07,Haiku 4.5,1415
2026-02-07,Opus 4.5,40021
2026-02-07,Opus 4.6,101950
2026-02-07,Opus 4.8,4
2026-02-07,Opus 5,1
2026-02-07,Sonnet 4.5,16328
2026-02-07,Sonnet 4.6,8
2026-02-07,Unnamed,5640
2026-02-08,Haiku 4.5,2011
2026-02-08,Opus 4.5,32630
2026-02-08,Opus 4.6,113611
2026-02-08,Opus 4.7,2
2026-02-08,Opus 4.8,6
2026-02-08,Opus 5,2
2026-02-08,Sonnet 4.5,18266
2026-02-08,Sonnet 4.6,4
2026-02-08,Unnamed,5946
2026-02-09,Fable 5,1
2026-02-09,Haiku 4.5,1956
2026-02-09,Opus 4.5,22884
2026-02-09,Opus 4.6,119702
2026-02-09,Opus 4.8,5
2026-02-09,Opus 5,3
2026-02-09,Sonnet 4.5,19219
2026-02-09,Sonnet 4.6,3
2026-02-09,Unnamed,5897
2026-02-10,Haiku 4.5,1891
2026-02-10,Opus 4.5,26808
2026-02-10,Opus 4.6,127603
2026-02-10,Opus 4.7,2
2026-02-10,Opus 4.8,3
2026-02-10,Opus 5,5
2026-02-10,Sonnet 4.5,19898
2026-02-10,Sonnet 4.6,8
2026-02-10,Unnamed,8439
2026-02-11,Haiku 4.5,2317
2026-02-11,Opus 4.5,19091
2026-02-11,Opus 4.6,133054
2026-02-11,Opus 4.7,1
2026-02-11,Opus 4.8,2
2026-02-11,Opus 5,8
2026-02-11,Sonnet 4.5,19727
2026-02-11,Sonnet 4.6,9
2026-02-11,Sonnet 5,1
2026-02-11,Unnamed,6511
2026-02-12,Haiku 4.5,1923
2026-02-12,Opus 4.5,17200
2026-02-12,Opus 4.6,132431
2026-02-12,Opus 4.7,1
2026-02-12,Opus 4.8,3
2026-02-12,Opus 5,8
2026-02-12,Sonnet 4.5,19823
2026-02-12,Sonnet 4.6,7
2026-02-12,Unnamed,7044
2026-02-13,Haiku 4.5,1997
2026-02-13,Opus 4.5,13730
2026-02-13,Opus 4.6,134678
2026-02-13,Opus 4.7,1
2026-02-13,Opus 4.8,8
2026-02-13,Opus 5,3
2026-02-13,Sonnet 4.5,19785
2026-02-13,Sonnet 4.6,31
2026-02-13,Unnamed,6112
2026-02-14,Haiku 4.5,1824
2026-02-14,Opus 4.5,8193
2026-02-14,Opus 4.6,128371
2026-02-14,Opus 4.8,7
2026-02-14,Opus 5,1
2026-02-14,Sonnet 4.5,17698
2026-02-14,Sonnet 4.6,20
2026-02-14,Unnamed,6238
2026-02-15,Fable 5,1
2026-02-15,Haiku 4.5,2302
2026-02-15,Opus 4.5,8980
2026-02-15,Opus 4.6,147755
2026-02-15,Opus 4.7,12
2026-02-15,Opus 4.8,6
2026-02-15,Opus 5,2
2026-02-15,Sonnet 4.5,19869
2026-02-15,Sonnet 4.6,12
2026-02-15,Unnamed,6101
2026-02-16,Fable 5,1
2026-02-16,Haiku 4.5,2883
2026-02-16,Opus 4.5,10130
2026-02-16,Opus 4.6,191990
2026-02-16,Opus 4.7,15
2026-02-16,Opus 4.8,4
2026-02-16,Opus 5,2
2026-02-16,Sonnet 4.5,20262
2026-02-16,Sonnet 4.6,6
2026-02-16,Unnamed,6784
2026-02-17,Haiku 4.5,2968
2026-02-17,Opus 4.5,8340
2026-02-17,Opus 4.6,159354
2026-02-17,Opus 4.7,1
2026-02-17,Opus 4.8,9
2026-02-17,Opus 5,6
2026-02-17,Sonnet 4.5,21784
2026-02-17,Sonnet 4.6,2646
2026-02-17,Unnamed,7248
2026-02-18,Haiku 4.5,2645
2026-02-18,Opus 4.5,8740
2026-02-18,Opus 4.6,147285
2026-02-18,Opus 4.7,8
2026-02-18,Opus 4.8,3
2026-02-18,Opus 5,9
2026-02-18,Sonnet 4.5,13135
2026-02-18,Sonnet 4.6,29935
2026-02-18,Unnamed,7134
2026-02-19,Haiku 4.5,2259
2026-02-19,Opus 4.5,8358
2026-02-19,Opus 4.6,149001
2026-02-19,Opus 4.7,2
2026-02-19,Opus 4.8,7
2026-02-19,Opus 5,6
2026-02-19,Sonnet 4.5,8044
2026-02-19,Sonnet 4.6,36211
2026-02-19,Unnamed,8855
2026-02-20,Haiku 4.5,2355
2026-02-20,Opus 4.5,6859
2026-02-20,Opus 4.6,158873
2026-02-20,Opus 4.8,6
2026-02-20,Opus 5,7
2026-02-20,Sonnet 4.5,6134
2026-02-20,Sonnet 4.6,41375
2026-02-20,Unnamed,6883
2026-02-21,Haiku 4.5,2626
2026-02-21,Opus 4.5,5770
2026-02-21,Opus 4.6,138881
2026-02-21,Opus 4.7,1
2026-02-21,Opus 4.8,11
2026-02-21,Opus 5,1
2026-02-21,Sonnet 4.5,5001
2026-02-21,Sonnet 4.6,42724
2026-02-21,Unnamed,6573
2026-02-22,Fable 5,1
2026-02-22,Haiku 4.5,2258
2026-02-22,Opus 4.5,6079
2026-02-22,Opus 4.6,146417
2026-02-22,Opus 4.7,2
2026-02-22,Opus 4.8,8
2026-02-22,Sonnet 4.5,5573
2026-02-22,Sonnet 4.6,47747
2026-02-22,Unnamed,7267
2026-02-23,Fable 5,1
2026-02-23,Haiku 4.5,2180
2026-02-23,Opus 4.5,6884
2026-02-23,Opus 4.6,165585
2026-02-23,Opus 4.7,2
2026-02-23,Opus 4.8,2
2026-02-23,Opus 5,7
2026-02-23,Sonnet 4.5,5601
2026-02-23,Sonnet 4.6,48971
2026-02-23,Sonnet 5,2
2026-02-23,Unnamed,8070
2026-02-24,Fable 5,1
2026-02-24,Haiku 4.5,2506
2026-02-24,Opus 4.5,7204
2026-02-24,Opus 4.6,175781
2026-02-24,Opus 4.7,6
2026-02-24,Opus 4.8,7
2026-02-24,Opus 5,6
2026-02-24,Sonnet 4.5,5000
2026-02-24,Sonnet 4.6,55217
2026-02-24,Unnamed,10218
2026-02-25,Haiku 4.5,2240
2026-02-25,Opus 4.5,7597
2026-02-25,Opus 4.6,156286
2026-02-25,Opus 4.7,2
2026-02-25,Opus 4.8,6
2026-02-25,Opus 5,8
2026-02-25,Sonnet 4.5,3992
2026-02-25,Sonnet 4.6,52099
2026-02-25,Unnamed,9136
2026-02-26,Haiku 4.5,2383
2026-02-26,Opus 4.5,7078
2026-02-26,Opus 4.6,172203
2026-02-26,Opus 4.7,4
2026-02-26,Opus 4.8,11
2026-02-26,Opus 5,4
2026-02-26,Sonnet 4.5,3782
2026-02-26,Sonnet 4.6,53914
2026-02-26,Sonnet 5,4
2026-02-26,Unnamed,8617
2026-02-27,Haiku 4.5,2573
2026-02-27,Opus 4.5,5802
2026-02-27,Opus 4.6,161908
2026-02-27,Opus 4.7,5
2026-02-27,Opus 4.8,4
2026-02-27,Opus 5,5
2026-02-27,Sonnet 4.5,3582
2026-02-27,Sonnet 4.6,55024
2026-02-27,Unnamed,7279
2026-02-28,Fable 5,3
2026-02-28,Haiku 4.5,2769
2026-02-28,Opus 4.5,4531
2026-02-28,Opus 4.6,154656
2026-02-28,Opus 4.7,1
2026-02-28,Opus 4.8,13
2026-02-28,Sonnet 4.5,3241
2026-02-28,Sonnet 4.6,55417
2026-02-28,Unnamed,6867
2026-03-01,Haiku 4.5,2751
2026-03-01,Opus 4.5,4875
2026-03-01,Opus 4.6,164764
2026-03-01,Opus 4.7,1
2026-03-01,Opus 4.8,7
2026-03-01,Sonnet 4.5,2767
2026-03-01,Sonnet 4.6,63940
2026-03-01,Unnamed,7795
2026-03-02,Fable 5,1
2026-03-02,Haiku 4.5,2809
2026-03-02,Opus 4.5,5428
2026-03-02,Opus 4.6,198746
2026-03-02,Opus 4.7,1
2026-03-02,Opus 4.8,4
2026-03-02,Opus 5,5
2026-03-02,Sonnet 4.5,3381
2026-03-02,Sonnet 4.6,60941
2026-03-02,Sonnet 5,2
2026-03-02,Unnamed,7873
2026-03-03,Fable 5,1
2026-03-03,Haiku 4.5,2486
2026-03-03,Opus 4.5,4891
2026-03-03,Opus 4.6,173135
2026-03-03,Opus 4.7,3
2026-03-03,Opus 4.8,7
2026-03-03,Opus 5,6
2026-03-03,Sonnet 4.5,3034
2026-03-03,Sonnet 4.6,58928
2026-03-03,Sonnet 5,1
2026-03-03,Unnamed,7104
2026-03-04,Fable 5,1
2026-03-04,Haiku 4.5,1680
2026-03-04,Opus 4.5,4324
2026-03-04,Opus 4.6,164853
2026-03-04,Opus 4.7,1
2026-03-04,Opus 4.8,4
2026-03-04,Opus 5,3
2026-03-04,Sonnet 4.5,3000
2026-03-04,Sonnet 4.6,59602
2026-03-04,Unnamed,7850
2026-03-05,Fable 5,1
2026-03-05,Haiku 4.5,2294
2026-03-05,Opus 4.5,4441
2026-03-05,Opus 4.6,179663
2026-03-05,Opus 4.7,4
2026-03-05,Opus 4.8,7
2026-03-05,Opus 5,16
2026-03-05,Sonnet 4.5,3308
2026-03-05,Sonnet 4.6,61167
2026-03-05,Sonnet 5,4
2026-03-05,Unnamed,7045
2026-03-06,Fable 5,1
2026-03-06,Haiku 4.5,2556
2026-03-06,Opus 4.5,5754
2026-03-06,Opus 4.6,194186
2026-03-06,Opus 4.7,1
2026-03-06,Opus 4.8,2
2026-03-06,Opus 5,4
2026-03-06,Sonnet 4.5,3177
2026-03-06,Sonnet 4.6,64870
2026-03-06,Unnamed,6291
2026-03-07,Fable 5,2
2026-03-07,Haiku 4.5,1931
2026-03-07,Opus 4.5,3536
2026-03-07,Opus 4.6,177562
2026-03-07,Opus 4.7,1
2026-03-07,Opus 4.8,5
2026-03-07,Opus 5,1
2026-03-07,Sonnet 4.5,2476
2026-03-07,Sonnet 4.6,64543
2026-03-07,Unnamed,6003
2026-03-08,Fable 5,3
2026-03-08,Haiku 4.5,2663
2026-03-08,Opus 4.5,3540
2026-03-08,Opus 4.6,193106
2026-03-08,Opus 4.7,2
2026-03-08,Opus 4.8,9
2026-03-08,Sonnet 4.5,2490
2026-03-08,Sonnet 4.6,63974
2026-03-08,Unnamed,5981
2026-03-09,Fable 5,2
2026-03-09,Haiku 4.5,2334
2026-03-09,Opus 4.5,3783
2026-03-09,Opus 4.6,198115
2026-03-09,Opus 4.7,2
2026-03-09,Opus 4.8,4
2026-03-09,Opus 5,3
2026-03-09,Sonnet 4.5,2357
2026-03-09,Sonnet 4.6,69402
2026-03-09,Unnamed,7855
2026-03-10,Fable 5,1
2026-03-10,Haiku 4.5,3199
2026-03-10,Opus 4.5,3685
2026-03-10,Opus 4.6,191033
2026-03-10,Opus 4.7,2
2026-03-10,Opus 4.8,1
2026-03-10,Opus 5,4
2026-03-10,Sonnet 4.5,3149
2026-03-10,Sonnet 4.6,72523
2026-03-10,Unnamed,6497
2026-03-11,Haiku 4.5,2407
2026-03-11,Opus 4.5,3588
2026-03-11,Opus 4.6,188368
2026-03-11,Opus 4.7,3
2026-03-11,Opus 4.8,3
2026-03-11,Opus 5,4
2026-03-11,Sonnet 4.5,2810
2026-03-11,Sonnet 4.6,69057
2026-03-11,Unnamed,6913
2026-03-12,Haiku 4.5,1978
2026-03-12,Opus 4.5,3681
2026-03-12,Opus 4.6,192031
2026-03-12,Opus 4.7,2
2026-03-12,Opus 4.8,9
2026-03-12,Opus 5,4
2026-03-12,Sonnet 4.5,2519
2026-03-12,Sonnet 4.6,69772
2026-03-12,Unnamed,7688
2026-03-13,Haiku 4.5,1980
2026-03-13,Opus 4.5,3633
2026-03-13,Opus 4.6,205921
2026-03-13,Opus 4.7,2
2026-03-13,Opus 4.8,4
2026-03-13,Opus 5,8
2026-03-13,Sonnet 4.5,3309
2026-03-13,Sonnet 4.6,75220
2026-03-13,Unnamed,7101
2026-03-14,Haiku 4.5,1907
2026-03-14,Opus 4.5,2769
2026-03-14,Opus 4.6,209544
2026-03-14,Opus 4.7,2
2026-03-14,Opus 4.8,7
2026-03-14,Sonnet 4.5,2080
2026-03-14,Sonnet 4.6,75486
2026-03-14,Unnamed,6323
2026-03-15,Fable 5,1
2026-03-15,Haiku 4.5,1890
2026-03-15,Opus 4.5,2698
2026-03-15,Opus 4.6,231800
2026-03-15,Opus 4.7,3
2026-03-15,Opus 4.8,6
2026-03-15,Opus 5,2
2026-03-15,Sonnet 4.5,2226
2026-03-15,Sonnet 4.6,94401
2026-03-15,Unnamed,7732
2026-03-16,Fable 5,9
2026-03-16,Haiku 4.5,2183
2026-03-16,Opus 4.5,3486
2026-03-16,Opus 4.6,253039
2026-03-16,Opus 4.7,1
2026-03-16,Opus 4.8,11
2026-03-16,Opus 5,7
2026-03-16,Sonnet 4.5,2647
2026-03-16,Sonnet 4.6,100191
2026-03-16,Unnamed,6356
2026-03-17,Fable 5,1
2026-03-17,Haiku 4.5,1997
2026-03-17,Opus 4.5,3029
2026-03-17,Opus 4.6,237228
2026-03-17,Opus 4.7,2
2026-03-17,Opus 4.8,6
2026-03-17,Opus 5,1
2026-03-17,Sonnet 4.5,2857
2026-03-17,Sonnet 4.6,101881
2026-03-17,Unnamed,6658
2026-03-18,Fable 5,1
2026-03-18,Haiku 4.5,2229
2026-03-18,Opus 4.5,3498
2026-03-18,Opus 4.6,255395
2026-03-18,Opus 4.7,1
2026-03-18,Opus 4.8,6
2026-03-18,Opus 5,4
2026-03-18,Sonnet 4.5,2524
2026-03-18,Sonnet 4.6,107278
2026-03-18,Unnamed,6917
2026-03-19,Haiku 4.5,1916
2026-03-19,Opus 4.5,3902
2026-03-19,Opus 4.6,256866
2026-03-19,Opus 4.7,2
2026-03-19,Opus 4.8,8
2026-03-19,Opus 5,3
2026-03-19,Sonnet 4.5,2839
2026-03-19,Sonnet 4.6,105077
2026-03-19,Unnamed,6986
2026-03-20,Fable 5,1
2026-03-20,Haiku 4.5,1723
2026-03-20,Opus 4.5,3753
2026-03-20,Opus 4.6,252005
2026-03-20,Opus 4.7,3
2026-03-20,Opus 4.8,9
2026-03-20,Opus 5,14
2026-03-20,Sonnet 4.5,2377
2026-03-20,Sonnet 4.6,103038
2026-03-20,Unnamed,7497
2026-03-21,Haiku 4.5,1860
2026-03-21,Opus 4.5,2843
2026-03-21,Opus 4.6,249624
2026-03-21,Opus 4.7,2
2026-03-21,Opus 4.8,4
2026-03-21,Opus 5,1
2026-03-21,Sonnet 4.5,1973
2026-03-21,Sonnet 4.6,105273
2026-03-21,Unnamed,6140
2026-03-22,Haiku 4.5,1729
2026-03-22,Opus 4.5,2635
2026-03-22,Opus 4.6,264877
2026-03-22,Opus 4.7,2
2026-03-22,Opus 4.8,2
2026-03-22,Opus 5,2
2026-03-22,Sonnet 4.5,1950
2026-03-22,Sonnet 4.6,109822
2026-03-22,Unnamed,8179
2026-03-23,Fable 5,2
2026-03-23,Haiku 4.5,1830
2026-03-23,Opus 4.5,2654
2026-03-23,Opus 4.6,271496
2026-03-23,Opus 4.7,7
2026-03-23,Opus 4.8,6
2026-03-23,Opus 5,8
2026-03-23,Sonnet 4.5,2537
2026-03-23,Sonnet 4.6,110154
2026-03-23,Unnamed,6343
2026-03-24,Fable 5,1
2026-03-24,Haiku 4.5,2172
2026-03-24,Opus 4.5,2969
2026-03-24,Opus 4.6,282244
2026-03-24,Opus 4.7,2
2026-03-24,Opus 4.8,2
2026-03-24,Opus 5,1
2026-03-24,Sonnet 4.5,2484
2026-03-24,Sonnet 4.6,112698
2026-03-24,Sonnet 5,1
2026-03-24,Unnamed,8148
2026-03-25,Haiku 4.5,2002
2026-03-25,Opus 4.5,2911
2026-03-25,Opus 4.6,279479
2026-03-25,Opus 4.7,2
2026-03-25,Opus 4.8,3
2026-03-25,Opus 5,8
2026-03-25,Sonnet 4.5,2152
2026-03-25,Sonnet 4.6,116302
2026-03-25,Unnamed,7898
2026-03-26,Haiku 4.5,1829
2026-03-26,Opus 4.5,2798
2026-03-26,Opus 4.6,280695
2026-03-26,Opus 4.7,5
2026-03-26,Opus 4.8,4
2026-03-26,Sonnet 4.5,2247
2026-03-26,Sonnet 4.6,114550
2026-03-26,Unnamed,7918
2026-03-27,Fable 5,1
2026-03-27,Haiku 4.5,1941
2026-03-27,Opus 4.5,2887
2026-03-27,Opus 4.6,253244
2026-03-27,Opus 4.8,5
2026-03-27,Opus 5,10
2026-03-27,Sonnet 4.5,1959
2026-03-27,Sonnet 4.6,115790
2026-03-27,Unnamed,6683
2026-03-28,Haiku 4.5,2029
2026-03-28,Opus 4.5,1912
2026-03-28,Opus 4.6,264234
2026-03-28,Opus 4.7,13
2026-03-28,Opus 4.8,5
2026-03-28,Opus 5,8
2026-03-28,Sonnet 4.5,1757
2026-03-28,Sonnet 4.6,115849
2026-03-28,Unnamed,6245
2026-03-29,Fable 5,2
2026-03-29,Haiku 4.5,2193
2026-03-29,Opus 4.5,1934
2026-03-29,Opus 4.6,249775
2026-03-29,Opus 4.8,1
2026-03-29,Sonnet 4.5,1382
2026-03-29,Sonnet 4.6,100346
2026-03-29,Unnamed,5661
2026-03-30,Fable 5,1
2026-03-30,Haiku 4.5,2469
2026-03-30,Opus 4.5,2472
2026-03-30,Opus 4.6,254291
2026-03-30,Opus 4.7,3
2026-03-30,Opus 4.8,4
2026-03-30,Opus 5,5
2026-03-30,Sonnet 4.5,2050
2026-03-30,Sonnet 4.6,108027
2026-03-30,Unnamed,6582
2026-03-31,Haiku 4.5,2305
2026-03-31,Opus 4.5,2251
2026-03-31,Opus 4.6,253876
2026-03-31,Opus 4.7,7
2026-03-31,Opus 4.8,3
2026-03-31,Opus 5,3
2026-03-31,Sonnet 4.5,2022
2026-03-31,Sonnet 4.6,110620
2026-03-31,Unnamed,6364
2026-04-01,Haiku 4.5,2665
2026-04-01,Opus 4.5,1863
2026-04-01,Opus 4.6,244347
2026-04-01,Opus 4.7,2
2026-04-01,Opus 4.8,7
2026-04-01,Opus 5,3
2026-04-01,Sonnet 4.5,2033
2026-04-01,Sonnet 4.6,109357
2026-04-01,Unnamed,6198
2026-04-02,Haiku 4.5,2447
2026-04-02,Opus 4.5,2120
2026-04-02,Opus 4.6,248768
2026-04-02,Opus 4.7,4
2026-04-02,Opus 4.8,4
2026-04-02,Opus 5,2
2026-04-02,Sonnet 4.5,1700
2026-04-02,Sonnet 4.6,107246
2026-04-02,Unnamed,6387
2026-04-03,Haiku 4.5,2597
2026-04-03,Opus 4.5,1927
2026-04-03,Opus 4.6,243245
2026-04-03,Opus 4.7,12
2026-04-03,Opus 4.8,5
2026-04-03,Opus 5,3
2026-04-03,Sonnet 4.5,1228
2026-04-03,Sonnet 4.6,106834
2026-04-03,Sonnet 5,1
2026-04-03,Unnamed,5655
2026-04-04,Haiku 4.5,3134
2026-04-04,Opus 4.5,1740
2026-04-04,Opus 4.6,239133
2026-04-04,Opus 4.7,12
2026-04-04,Opus 4.8,4
2026-04-04,Opus 5,3
2026-04-04,Sonnet 4.5,1217
2026-04-04,Sonnet 4.6,108037
2026-04-04,Unnamed,7591
2026-04-05,Fable 5,1
2026-04-05,Haiku 4.5,2522
2026-04-05,Opus 4.5,1664
2026-04-05,Opus 4.6,243000
2026-04-05,Opus 4.7,9
2026-04-05,Opus 4.8,4
2026-04-05,Sonnet 4.5,1157
2026-04-05,Sonnet 4.6,109065
2026-04-05,Unnamed,5785
2026-04-06,Fable 5,3
2026-04-06,Haiku 4.5,2652
2026-04-06,Opus 4.5,1986
2026-04-06,Opus 4.6,266807
2026-04-06,Opus 4.7,17
2026-04-06,Opus 4.8,4
2026-04-06,Opus 5,3
2026-04-06,Sonnet 4.5,1367
2026-04-06,Sonnet 4.6,115260
2026-04-06,Sonnet 5,17
2026-04-06,Unnamed,6073
2026-04-07,Haiku 4.5,3005
2026-04-07,Opus 4.5,2190
2026-04-07,Opus 4.6,266648
2026-04-07,Opus 4.7,21
2026-04-07,Opus 4.8,6
2026-04-07,Opus 5,2
2026-04-07,Sonnet 4.5,1643
2026-04-07,Sonnet 4.6,118811
2026-04-07,Sonnet 5,20
2026-04-07,Unnamed,6087
2026-04-08,Fable 5,2
2026-04-08,Haiku 4.5,3116
2026-04-08,Opus 4.5,1706
2026-04-08,Opus 4.6,267457
2026-04-08,Opus 4.7,14
2026-04-08,Opus 4.8,5
2026-04-08,Opus 5,4
2026-04-08,Sonnet 4.5,1559
2026-04-08,Sonnet 4.6,115955
2026-04-08,Sonnet 5,11
2026-04-08,Unnamed,5765
2026-04-09,Fable 5,6
2026-04-09,Haiku 4.5,3192
2026-04-09,Opus 4.5,1743
2026-04-09,Opus 4.6,265133
2026-04-09,Opus 4.7,15
2026-04-09,Opus 4.8,3
2026-04-09,Opus 5,4
2026-04-09,Sonnet 4.5,2690
2026-04-09,Sonnet 4.6,121302
2026-04-09,Sonnet 5,14
2026-04-09,Unnamed,6166
2026-04-10,Haiku 4.5,3121
2026-04-10,Opus 4.5,1464
2026-04-10,Opus 4.6,258939
2026-04-10,Opus 4.7,28
2026-04-10,Opus 4.8,5
2026-04-10,Opus 5,4
2026-04-10,Sonnet 4.5,1589
2026-04-10,Sonnet 4.6,126315
2026-04-10,Sonnet 5,7
2026-04-10,Unnamed,7041
2026-04-11,Haiku 4.5,2849
2026-04-11,Opus 4.5,1608
2026-04-11,Opus 4.6,230088
2026-04-11,Opus 4.7,16
2026-04-11,Opus 4.8,4
2026-04-11,Opus 5,4
2026-04-11,Sonnet 4.5,1087
2026-04-11,Sonnet 4.6,116998
2026-04-11,Unnamed,5983
2026-04-12,Haiku 4.5,3701
2026-04-12,Opus 4.5,1740
2026-04-12,Opus 4.6,244745
2026-04-12,Opus 4.7,30
2026-04-12,Opus 4.8,5
2026-04-12,Opus 5,1
2026-04-12,Sonnet 4.5,1129
2026-04-12,Sonnet 4.6,123306
2026-04-12,Unnamed,5352
2026-04-13,Fable 5,2
2026-04-13,Haiku 4.5,3369
2026-04-13,Opus 4.5,1743
2026-04-13,Opus 4.6,268927
2026-04-13,Opus 4.7,14
2026-04-13,Opus 4.8,10
2026-04-13,Opus 5,2
2026-04-13,Sonnet 4.5,1491
2026-04-13,Sonnet 4.6,130068
2026-04-13,Sonnet 5,3
2026-04-13,Unnamed,6095
2026-04-14,Haiku 4.5,2921
2026-04-14,Opus 4.5,1919
2026-04-14,Opus 4.6,260756
2026-04-14,Opus 4.7,42
2026-04-14,Opus 4.8,14
2026-04-14,Opus 5,1
2026-04-14,Sonnet 4.5,1704
2026-04-14,Sonnet 4.6,133885
2026-04-14,Sonnet 5,14
2026-04-14,Unnamed,6993
2026-04-15,Haiku 4.5,2908
2026-04-15,Opus 4.5,1865
2026-04-15,Opus 4.6,250409
2026-04-15,Opus 4.7,48
2026-04-15,Opus 4.8,22
2026-04-15,Opus 5,4
2026-04-15,Sonnet 4.5,1819
2026-04-15,Sonnet 4.6,128197
2026-04-15,Sonnet 5,2
2026-04-15,Unnamed,6108
2026-04-16,Haiku 4.5,3708
2026-04-16,Opus 4.5,1631
2026-04-16,Opus 4.6,238246
2026-04-16,Opus 4.7,30224
2026-04-16,Opus 4.8,25
2026-04-16,Opus 5,8
2026-04-16,Sonnet 4.5,1702
2026-04-16,Sonnet 4.6,133795
2026-04-16,Sonnet 5,3
2026-04-16,Unnamed,6783
2026-04-17,Fable 5,1
2026-04-17,Haiku 4.5,3503
2026-04-17,Opus 4.5,2105
2026-04-17,Opus 4.6,117592
2026-04-17,Opus 4.7,154150
2026-04-17,Opus 4.8,21
2026-04-17,Opus 5,4
2026-04-17,Sonnet 4.5,1754
2026-04-17,Sonnet 4.6,130749
2026-04-17,Unnamed,7346
2026-04-18,Haiku 4.5,3435
2026-04-18,Opus 4.5,1580
2026-04-18,Opus 4.6,67634
2026-04-18,Opus 4.7,164529
2026-04-18,Opus 4.8,22
2026-04-18,Opus 5,3
2026-04-18,Sonnet 4.5,1077
2026-04-18,Sonnet 4.6,117478
2026-04-18,Sonnet 5,1
2026-04-18,Unnamed,6189
2026-04-19,Fable 5,1
2026-04-19,Haiku 4.5,3333
2026-04-19,Opus 4.5,1259
2026-04-19,Opus 4.6,57758
2026-04-19,Opus 4.7,190965
2026-04-19,Opus 4.8,18
2026-04-19,Sonnet 4.5,1262
2026-04-19,Sonnet 4.6,122188
2026-04-19,Sonnet 5,9
2026-04-19,Unnamed,6786
2026-04-20,Fable 5,2
2026-04-20,Haiku 4.5,4421
2026-04-20,Opus 4.5,1519
2026-04-20,Opus 4.6,65643
2026-04-20,Opus 4.7,198136
2026-04-20,Opus 4.8,34
2026-04-20,Opus 5,3
2026-04-20,Sonnet 4.5,1604
2026-04-20,Sonnet 4.6,131936
2026-04-20,Sonnet 5,2
2026-04-20,Unnamed,6503
2026-04-21,Fable 5,1
2026-04-21,Haiku 4.5,3795
2026-04-21,Opus 4.5,1459
2026-04-21,Opus 4.6,59122
2026-04-21,Opus 4.7,190866
2026-04-21,Opus 4.8,21
2026-04-21,Opus 5,3
2026-04-21,Sonnet 4.5,1681
2026-04-21,Sonnet 4.6,124891
2026-04-21,Unnamed,6949
2026-04-22,Haiku 4.5,3653
2026-04-22,Opus 4.5,1588
2026-04-22,Opus 4.6,51109
2026-04-22,Opus 4.7,194240
2026-04-22,Opus 4.8,23
2026-04-22,Opus 5,8
2026-04-22,Sonnet 4.5,1670
2026-04-22,Sonnet 4.6,121842
2026-04-22,Unnamed,6586
2026-04-23,Haiku 4.5,3639
2026-04-23,Opus 4.5,1191
2026-04-23,Opus 4.6,47569
2026-04-23,Opus 4.7,198201
2026-04-23,Opus 4.8,18
2026-04-23,Opus 5,1
2026-04-23,Sonnet 4.5,1844
2026-04-23,Sonnet 4.6,120602
2026-04-23,Unnamed,7098
2026-04-24,Haiku 4.5,4959
2026-04-24,Opus 4.5,1083
2026-04-24,Opus 4.6,44467
2026-04-24,Opus 4.7,209717
2026-04-24,Opus 4.8,23
2026-04-24,Opus 5,2
2026-04-24,Sonnet 4.5,1665
2026-04-24,Sonnet 4.6,131716
2026-04-24,Unnamed,6922
2026-04-25,Haiku 4.5,5112
2026-04-25,Opus 4.5,795
2026-04-25,Opus 4.6,32946
2026-04-25,Opus 4.7,200478
2026-04-25,Opus 4.8,22
2026-04-25,Sonnet 4.5,1231
2026-04-25,Sonnet 4.6,120015
2026-04-25,Unnamed,6094
2026-04-26,Haiku 4.5,5200
2026-04-26,Opus 4.5,909
2026-04-26,Opus 4.6,30674
2026-04-26,Opus 4.7,208195
2026-04-26,Opus 4.8,22
2026-04-26,Sonnet 4.5,1134
2026-04-26,Sonnet 4.6,125997
2026-04-26,Unnamed,6741
